Transaction_ID,Transaction_DateTime,Product_ID,Product_Name,Category,Brand,Model,Product_Type,Quantity,Total_Amount,Unit_Price,Customer_ID,Customer_Age,Customer_Gender,Order_Type,Delivery_Time_Min,Payment_Method,Customer_Rating,Supplier_ID,Discount_Applied,Staff_ID,Transaction_Status,Inventory_Level
T00136,8/1/2024 23:59,P9804,Samsung 16 Camera Replacement,Camera,Samsung,Samsung 16,Repair,1,365,365,C506,44,Male,Walk-In,165,QR Pay,3.1,S004,0,ST009,Completed,89
T00137,28/4/2025 7:09,P1017,Realme 10 Speaker Replacement,Speaker,Realme,Realme 10,Repair,1,98,98,C813,31,Male,Lazada,104,Credit Card,4.2,S001,0,ST001,Completed,59
T00138,24/2/2024 22:07,P4454,Huawei Screen Protector,Screen Protector,Huawei,Huawei 12,Accessory,2,143.25,74,C168,38,Male,Walk-In,0,Cash,3.4,S004,4.75,ST003,Completed,3
T00139,4/5/2024 6:46,P3985,Huawei 10 Speaker Replacement,Speaker,Huawei,Huawei 10,Repair,1,370,370,C726,47,Female,Shopee,105,Credit Card,4.1,S001,0,ST001,Completed,76
T00140,15/3/2023 10:30,P6699,Oppo 11 Motherboard Replacement,Motherboard,Oppo,Oppo 11,Repair,1,136,136,C610,22,Male,Lazada,138,Cash,3.5,S002,0,ST002,Completed,22
T00141,13/4/2025 0:31,P7102,Oppo Case,Case,Oppo,Oppo 18,Accessory,1,19.25,24,C203,18,Male,Shopee,0,Cash,4.5,S002,4.75,ST007,Completed,86
T00142,8/11/2024 4:48,P7885,Oppo 15 Camera Replacement,Camera,Oppo,Oppo 15,Repair,1,350,350,C847,31,Female,Walk-In,110,Online Banking,3,S003,0,ST004,Completed,84
T00143,20/2/2025 0:45,P9400,Apple 20 Speaker Replacement,Speaker,Apple,Apple 20,Repair,1,224,224,C500,31,Female,Shopee,118,Cash,3.4,S004,0,ST004,Completed,75
T00144,1/4/2023 3:37,P5010,Apple 21 Motherboard Replacement,Motherboard,Apple,Apple 21,Repair,1,88,88,C753,37,Female,Lazada,126,Cash,3.7,S001,0,ST007,Completed,13
T00145,28/3/2023 9:23,P8924,Samsung 16 Speaker Replacement,Speaker,Samsung,Samsung 16,Repair,1,179,179,C198,52,Male,Walk-In,67,Online Banking,3.3,S002,0,ST003,Completed,35
T00146,1/9/2023 3:01,P7013,Apple 19 Battery Replacement,Battery,Apple,Apple 19,Repair,1,134,134,C368,30,Female,Shopee,141,Cash,3,S002,0,ST003,Completed,96
T00147,28/4/2025 9:03,P2693,Vivo 23 Motherboard Replacement,Motherboard,Vivo,Vivo 23,Repair,1,97,97,C163,56,Female,Shopee,58,Credit Card,3.5,S004,0,ST010,Completed,93
T00148,20/1/2025 8:11,P5786,Oppo 18 Charging Port Replacement,Charging Port,Oppo,Oppo 18,Repair,1,143,143,C784,55,Female,Walk-In,89,Credit Card,3.6,S002,0,ST006,Refunded,76
T00149,25/2/2025 10:27,P9460,Xiaomi Case,Case,Xiaomi,Xiaomi 22,Accessory,2,380.56,193,C226,20,Male,Walk-In,60,QR Pay,3.5,S004,5.44,ST001,Completed,51
T00150,11/11/2023 3:03,P1415,Apple 15 Camera Replacement,Camera,Apple,Apple 15,Repair,1,152,152,C980,43,Male,Lazada,34,Online Banking,3.3,S002,0,ST002,Completed,24
T00151,9/8/2023 0:20,P2632,Xiaomi Power Bank,Power Bank,Xiaomi,Xiaomi 17,Accessory,2,97.39,53,C754,46,Female,Walk-In,0,Cash,3.5,S003,8.61,ST002,Completed,48
T00152,19/11/2022 23:18,P4091,Realme 22 Battery Replacement,Battery,Realme,Realme 22,Repair,1,290,290,C979,24,Female,Lazada,176,Credit Card,3.1,S002,0,ST004,Completed,57
T00153,19/3/2024 8:49,P8539,Xiaomi Power Bank,Power Bank,Xiaomi,Xiaomi 20,Accessory,3,373.4,126,C658,29,Female,Walk-In,60,Online Banking,3.4,S004,4.6,ST002,Completed,64
T00154,23/7/2024 6:27,P4798,Samsung 11 Camera Replacement,Camera,Samsung,Samsung 11,Repair,1,334,334,C444,39,Female,Walk-In,95,Online Banking,4.1,S001,0,ST007,Completed,84
T00155,29/7/2025 10:09,P9132,Xiaomi Charger,Charger,Xiaomi,Xiaomi 20,Accessory,1,76.7,82,C115,34,Female,Shopee,0,QR Pay,4.9,S003,5.3,ST007,Completed,9
T00156,10/6/2024 9:55,P5819,Realme Charger,Charger,Realme,Realme 21,Accessory,3,368.13,124,C217,47,Female,Walk-In,60,Cash,4.2,S004,3.87,ST009,Completed,77
T00157,25/4/2023 5:26,P7622,Xiaomi Cable,Cable,Xiaomi,Xiaomi 10,Accessory,1,95.51,97,C238,55,Female,Lazada,30,QR Pay,4.9,S001,1.49,ST010,Completed,65
T00158,22/3/2024 5:24,P3858,Vivo Charger,Charger,Vivo,Vivo 22,Accessory,3,513.55,174,C999,18,Female,Shopee,30,Online Banking,4,S002,8.45,ST010,Completed,61
T00159,4/11/2023 7:43,P3846,Realme Screen Protector,Screen Protector,Realme,Realme 16,Accessory,3,347.22,119,C997,21,Male,Walk-In,30,Cash,3.4,S004,9.78,ST005,Completed,48
T00160,8/1/2025 7:52,P9452,Xiaomi 18 Motherboard Replacement,Motherboard,Xiaomi,Xiaomi 18,Repair,1,372,372,C633,22,Female,Lazada,43,Credit Card,4,S004,0,ST003,Completed,91
T00161,1/7/2023 4:45,P2679,Vivo 12 Battery Replacement,Battery,Vivo,Vivo 12,Repair,1,287,287,C602,46,Male,Walk-In,166,Online Banking,3.1,S002,0,ST006,Completed,39
T00162,18/10/2023 1:41,P6709,Oppo 12 Screen Replacement,Screen,Oppo,Oppo 12,Repair,1,357,357,C786,31,Female,Lazada,123,Online Banking,3.8,S003,0,ST002,Completed,74
T00163,12/12/2024 8:41,P9179,Huawei Case,Case,Huawei,Huawei 20,Accessory,3,75.71,26,C428,22,Female,Lazada,60,Cash,3.6,S003,2.29,ST006,Completed,32
T00164,3/3/2024 0:55,P3832,Apple 16 Charging Port Replacement,Charging Port,Apple,Apple 16,Repair,1,326,326,C329,34,Female,Lazada,178,Online Banking,3.5,S002,0,ST004,Completed,84
T00165,20/4/2023 2:09,P1738,Huawei 21 Motherboard Replacement,Motherboard,Huawei,Huawei 21,Repair,1,103,103,C791,59,Male,Walk-In,66,QR Pay,4.6,S004,0,ST010,Completed,68
T00166,29/10/2024 10:38,P5143,Oppo 12 Screen Replacement,Screen,Oppo,Oppo 12,Repair,1,152,152,C172,33,Male,Shopee,177,Online Banking,3.8,S001,0,ST003,Completed,72
T00167,12/4/2025 0:04,P3814,Apple Headphones,Headphones,Apple,Apple 21,Accessory,1,181.44,185,C975,32,Male,Walk-In,0,Online Banking,3.1,S004,3.56,ST007,Completed,72
T00168,28/6/2024 22:30,P9378,Oppo 19 Charging Port Replacement,Charging Port,Oppo,Oppo 19,Repair,1,85,85,C565,37,Male,Lazada,40,Cash,4.5,S003,0,ST004,Refunded,75
T00169,25/5/2025 22:16,P5699,Samsung Headphones,Headphones,Samsung,Samsung 16,Accessory,2,113.64,57,C209,57,Male,Lazada,30,Cash,4.9,S002,0.36,ST010,Completed,13
T00170,28/4/2025 6:06,P7208,Oppo Headphones,Headphones,Oppo,Oppo 12,Accessory,1,95.45,99,C578,29,Female,Shopee,60,Online Banking,4.2,S004,3.55,ST010,Completed,38
T00171,8/5/2024 10:33,P6628,Realme Cable,Cable,Realme,Realme 21,Accessory,2,44.73,27,C120,50,Male,Shopee,60,Online Banking,4.7,S003,9.27,ST010,Completed,96
T00172,8/2/2023 23:00,P8060,Apple Power Bank,Power Bank,Apple,Apple 14,Accessory,3,122.46,44,C968,55,Female,Shopee,60,QR Pay,3.6,S003,9.54,ST010,Completed,67
T00173,2/9/2023 23:33,P7633,Vivo Charger,Charger,Vivo,Vivo 10,Accessory,1,178.75,185,C741,33,Female,Lazada,0,Online Banking,3.8,S002,6.25,ST008,Completed,84
T00174,2/7/2023 3:06,P9887,Oppo Case,Case,Oppo,Oppo 19,Accessory,2,113.84,58,C266,43,Male,Shopee,30,Credit Card,4.3,S002,2.16,ST009,Completed,25
T00175,26/10/2022 9:16,P8919,Apple 19 Speaker Replacement,Speaker,Apple,Apple 19,Repair,1,137,137,C922,34,Male,Lazada,85,Credit Card,4,S001,0,ST001,Completed,10
T00176,7/9/2025 3:45,P4585,Oppo 25 Motherboard Replacement,Motherboard,Oppo,Oppo 25,Repair,1,384,384,C983,50,Male,Shopee,117,Credit Card,3.7,S001,0,ST006,Completed,98
T00177,6/3/2024 5:46,P2258,Realme 13 Camera Replacement,Camera,Realme,Realme 13,Repair,1,192,192,C628,59,Male,Walk-In,156,Online Banking,3.6,S004,0,ST003,Completed,42
T00178,2/10/2023 2:17,P4727,Apple Screen Protector,Screen Protector,Apple,Apple 17,Accessory,2,347.3,175,C553,46,Male,Walk-In,0,Online Banking,4.1,S003,2.7,ST006,Completed,17
T00179,23/5/2025 9:41,P1232,Vivo Cable,Cable,Vivo,Vivo 22,Accessory,3,130.07,45,C647,38,Male,Shopee,60,QR Pay,3.2,S003,4.93,ST004,Completed,16
T00180,7/12/2024 23:10,P5984,Huawei Screen Protector,Screen Protector,Huawei,Huawei 25,Accessory,2,226.59,118,C896,52,Male,Walk-In,60,Online Banking,3.9,S003,9.41,ST004,Completed,63
T00181,23/12/2023 2:34,P8979,Samsung Charger,Charger,Samsung,Samsung 12,Accessory,2,153.58,80,C219,37,Male,Lazada,0,Credit Card,3.7,S001,6.42,ST007,Completed,76
T00182,5/6/2025 22:28,P5706,Apple Headphones,Headphones,Apple,Apple 16,Accessory,2,193.34,100,C407,38,Male,Lazada,60,Online Banking,3.6,S001,6.66,ST007,Cancelled,86
T00183,21/2/2025 21:53,P9295,Samsung 12 Camera Replacement,Camera,Samsung,Samsung 12,Repair,1,316,316,C806,54,Female,Walk-In,97,Online Banking,3.1,S003,0,ST007,Completed,72
T00184,26/4/2025 7:29,P7778,Apple Charger,Charger,Apple,Apple 24,Accessory,2,302.65,156,C781,60,Male,Shopee,60,QR Pay,3.4,S002,9.35,ST004,Completed,74
T00185,27/2/2023 23:28,P8583,Vivo 19 Speaker Replacement,Speaker,Vivo,Vivo 19,Repair,1,368,368,C880,33,Female,Lazada,161,Online Banking,4.3,S002,0,ST005,Completed,87
T00186,8/7/2025 1:32,P7250,Vivo Case,Case,Vivo,Vivo 23,Accessory,3,293.55,101,C289,39,Female,Shopee,60,Credit Card,3.8,S003,9.45,ST002,Cancelled,74
T00187,11/6/2024 4:21,P7884,Realme 24 Camera Replacement,Camera,Realme,Realme 24,Repair,1,276,276,C930,53,Male,Shopee,50,Cash,3.2,S003,0,ST005,Completed,10
T00188,17/11/2023 23:08,P6723,Oppo Screen Protector,Screen Protector,Oppo,Oppo 23,Accessory,3,177.29,61,C413,50,Female,Shopee,0,Cash,3.5,S003,5.71,ST007,Completed,17
T00189,6/10/2024 8:51,P6018,Huawei Headphones,Headphones,Huawei,Huawei 17,Accessory,2,111.29,59,C337,52,Female,Lazada,30,Online Banking,4.7,S003,6.71,ST006,Completed,14
T00190,1/2/2023 6:34,P2811,Xiaomi 17 Camera Replacement,Camera,Xiaomi,Xiaomi 17,Repair,1,393,393,C421,51,Male,Walk-In,77,Online Banking,4.6,S004,0,ST005,Completed,19
T00191,17/9/2024 21:58,P7695,Vivo Cable,Cable,Vivo,Vivo 11,Accessory,2,51.01,29,C345,18,Female,Lazada,30,Credit Card,3.1,S003,6.99,ST003,Refunded,53
T00192,7/10/2025 10:06,P8059,Huawei Case,Case,Huawei,Huawei 18,Accessory,2,163.43,83,C390,29,Male,Walk-In,0,Online Banking,4.1,S003,2.57,ST007,Completed,74
T00193,3/11/2022 5:19,P4183,Huawei 17 Camera Replacement,Camera,Huawei,Huawei 17,Repair,1,328,328,C806,58,Female,Shopee,116,Credit Card,4.2,S004,0,ST007,Completed,72
T00194,21/9/2023 9:52,P6508,Xiaomi Charger,Charger,Xiaomi,Xiaomi 23,Accessory,1,179.47,182,C451,56,Female,Shopee,60,Online Banking,4.1,S002,2.53,ST003,Completed,13
T00195,20/10/2023 4:16,P8965,Apple 13 Camera Replacement,Camera,Apple,Apple 13,Repair,1,173,173,C933,43,Male,Lazada,59,QR Pay,3.1,S002,0,ST006,Completed,89
T00196,31/7/2023 5:57,P5593,Oppo Power Bank,Power Bank,Oppo,Oppo 22,Accessory,1,64.78,69,C643,30,Male,Shopee,60,Cash,4.1,S002,4.22,ST010,Completed,63
T00197,21/11/2024 9:27,P1312,Apple 18 Screen Replacement,Screen,Apple,Apple 18,Repair,1,126,126,C298,52,Female,Shopee,128,Online Banking,3.8,S002,0,ST007,Completed,27
T00198,4/9/2023 2:43,P7626,Vivo 16 Charging Port Replacement,Charging Port,Vivo,Vivo 16,Repair,1,295,295,C447,40,Male,Walk-In,68,Cash,3.2,S001,0,ST008,Completed,80
T00199,7/8/2025 7:59,P1375,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 18,Accessory,2,235.56,119,C477,25,Male,Lazada,60,Cash,3.4,S001,2.44,ST004,Completed,75
T00200,13/6/2025 10:42,P1827,Realme Charger,Charger,Realme,Realme 11,Accessory,2,72.1,39,C550,38,Female,Walk-In,60,Online Banking,4.6,S001,5.9,ST002,Completed,14
T00201,22/2/2024 8:59,P8402,Xiaomi Power Bank,Power Bank,Xiaomi,Xiaomi 16,Accessory,2,316.25,162,C412,28,Female,Shopee,0,Cash,5,S003,7.75,ST004,Completed,46
T00202,25/11/2024 6:56,P4445,Oppo Cable,Cable,Oppo,Oppo 23,Accessory,3,495.88,166,C281,55,Male,Lazada,30,Cash,4.2,S004,2.12,ST003,Completed,10
T00203,27/5/2024 1:13,P2702,Apple 12 Charging Port Replacement,Charging Port,Apple,Apple 12,Repair,1,264,264,C449,57,Male,Walk-In,174,Cash,3.4,S001,0,ST005,Completed,49
T00204,16/7/2024 22:10,P1181,Vivo Screen Protector,Screen Protector,Vivo,Vivo 14,Accessory,1,139.32,142,C458,23,Female,Lazada,0,QR Pay,4.3,S004,2.68,ST006,Refunded,34
T00205,1/7/2025 0:18,P8951,Huawei Cable,Cable,Huawei,Huawei 23,Accessory,2,222.2,113,C146,54,Female,Lazada,60,Cash,3.1,S003,3.8,ST008,Completed,25
T00206,6/7/2025 8:00,P4282,Xiaomi 21 Speaker Replacement,Speaker,Xiaomi,Xiaomi 21,Repair,1,267,267,C457,37,Female,Walk-In,112,QR Pay,4.1,S004,0,ST001,Completed,80
T00207,31/12/2024 22:15,P7795,Vivo Power Bank,Power Bank,Vivo,Vivo 23,Accessory,1,99.73,105,C245,55,Male,Walk-In,30,Online Banking,4.8,S001,5.27,ST003,Completed,86
T00208,6/2/2023 1:30,P4352,Vivo 13 Charging Port Replacement,Charging Port,Vivo,Vivo 13,Repair,1,237,237,C911,51,Female,Lazada,43,Credit Card,4.5,S003,0,ST001,Completed,33
T00209,1/9/2025 9:06,P3304,Huawei Screen Protector,Screen Protector,Huawei,Huawei 20,Accessory,1,81.98,86,C541,54,Male,Walk-In,0,Credit Card,3.7,S001,4.02,ST009,Completed,43
T00210,13/1/2025 0:28,P5125,Samsung 23 Speaker Replacement,Speaker,Samsung,Samsung 23,Repair,1,132,132,C484,55,Male,Shopee,120,Cash,4.9,S003,0,ST004,Completed,0
T00211,20/2/2025 7:50,P9258,Samsung 19 Charging Port Replacement,Charging Port,Samsung,Samsung 19,Repair,1,275,275,C236,56,Female,Shopee,34,Cash,4.3,S004,0,ST001,Completed,12
T00212,31/7/2025 6:06,P1473,Apple Power Bank,Power Bank,Apple,Apple 16,Accessory,1,76.09,79,C430,36,Male,Shopee,60,Credit Card,3.6,S001,2.91,ST007,Refunded,5
T00213,11/3/2025 4:48,P1309,Realme 17 Speaker Replacement,Speaker,Realme,Realme 17,Repair,1,365,365,C297,42,Female,Lazada,162,Cash,4.5,S004,0,ST009,Completed,22
T00214,30/9/2024 22:11,P1730,Vivo 12 Screen Replacement,Screen,Vivo,Vivo 12,Repair,1,371,371,C635,53,Male,Walk-In,59,Online Banking,3.2,S002,0,ST003,Completed,39
T00215,25/6/2025 8:10,P5283,Samsung 21 Battery Replacement,Battery,Samsung,Samsung 21,Repair,1,321,321,C951,18,Female,Shopee,85,Cash,4.5,S002,0,ST004,Completed,89
T00216,6/12/2024 8:27,P8356,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 15,Accessory,1,139.62,146,C684,18,Female,Walk-In,30,Credit Card,4.8,S003,6.38,ST005,Completed,11
T00217,22/12/2024 1:55,P5291,Oppo Screen Protector,Screen Protector,Oppo,Oppo 15,Accessory,2,268.93,135,C230,36,Female,Walk-In,30,QR Pay,4.1,S002,1.07,ST009,Completed,45
T00218,1/11/2024 1:46,P6137,Huawei Power Bank,Power Bank,Huawei,Huawei 22,Accessory,2,67.11,36,C256,35,Female,Lazada,30,Credit Card,3.3,S002,4.89,ST001,Completed,76
T00219,20/4/2024 9:34,P9362,Samsung Screen Protector,Screen Protector,Samsung,Samsung 10,Accessory,2,191.89,96,C873,43,Female,Lazada,0,Cash,3.9,S003,0.11,ST002,Completed,66
T00220,3/10/2024 5:47,P5841,Vivo 13 Battery Replacement,Battery,Vivo,Vivo 13,Repair,1,326,326,C390,23,Male,Walk-In,89,QR Pay,4.1,S004,0,ST004,Completed,68
T00221,13/8/2023 9:51,P2665,Apple 12 Charging Port Replacement,Charging Port,Apple,Apple 12,Repair,1,276,276,C972,58,Female,Shopee,98,Cash,4.5,S003,0,ST008,Completed,25
T00222,31/10/2024 8:17,P1821,Xiaomi 21 Speaker Replacement,Speaker,Xiaomi,Xiaomi 21,Repair,1,167,167,C935,53,Male,Shopee,158,Cash,4.5,S002,0,ST004,Completed,54
T00223,6/8/2025 4:04,P3014,Huawei 14 Battery Replacement,Battery,Huawei,Huawei 14,Repair,1,359,359,C192,49,Female,Walk-In,56,QR Pay,4.1,S001,0,ST004,Completed,32
T00224,23/1/2025 6:49,P7193,Realme 25 Camera Replacement,Camera,Realme,Realme 25,Repair,1,397,397,C243,54,Male,Walk-In,59,Online Banking,4,S001,0,ST005,Completed,31
T00225,29/11/2023 3:45,P5538,Apple 22 Charging Port Replacement,Charging Port,Apple,Apple 22,Repair,1,181,181,C252,51,Female,Lazada,117,Cash,3.6,S001,0,ST007,Completed,3
T00226,31/1/2023 6:57,P9292,Xiaomi 12 Motherboard Replacement,Motherboard,Xiaomi,Xiaomi 12,Repair,1,364,364,C953,56,Male,Lazada,92,Credit Card,4.2,S002,0,ST003,Completed,34
T00227,10/12/2023 7:00,P2925,Apple Power Bank,Power Bank,Apple,Apple 20,Accessory,2,281.55,142,C464,33,Male,Shopee,30,Online Banking,4,S002,2.45,ST008,Completed,89
T00228,9/8/2023 4:44,P7919,Vivo Cable,Cable,Vivo,Vivo 14,Accessory,1,90.79,97,C530,30,Female,Lazada,30,Online Banking,3.3,S003,6.21,ST001,Completed,26
T00229,5/4/2024 10:22,P6356,Vivo 18 Motherboard Replacement,Motherboard,Vivo,Vivo 18,Repair,1,159,159,C417,24,Female,Walk-In,149,QR Pay,4.8,S003,0,ST004,Completed,7
T00230,20/3/2025 6:01,P8934,Huawei 17 Speaker Replacement,Speaker,Huawei,Huawei 17,Repair,1,146,146,C129,50,Female,Walk-In,76,Cash,4.2,S004,0,ST001,Completed,59
T00231,25/10/2024 8:04,P3094,Realme 23 Camera Replacement,Camera,Realme,Realme 23,Repair,1,120,120,C997,38,Male,Lazada,174,QR Pay,4,S001,0,ST003,Completed,3
T00232,13/1/2025 0:45,P7341,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 21,Accessory,2,130.49,69,C799,26,Female,Walk-In,0,Cash,3.7,S001,7.51,ST007,Completed,80
T00233,27/1/2023 3:42,P4334,Huawei 19 Battery Replacement,Battery,Huawei,Huawei 19,Repair,1,117,117,C460,36,Female,Walk-In,139,Online Banking,4.1,S002,0,ST007,Completed,1
T00234,19/7/2025 4:22,P9700,Vivo Case,Case,Vivo,Vivo 10,Accessory,1,156.7,159,C668,18,Male,Walk-In,0,Cash,4.9,S002,2.3,ST008,Completed,49
T00235,20/3/2025 6:14,P1492,Samsung 19 Charging Port Replacement,Charging Port,Samsung,Samsung 19,Repair,1,310,310,C814,47,Male,Shopee,91,QR Pay,3.8,S001,0,ST004,Completed,32
T00236,25/11/2022 5:14,P9982,Oppo 13 Battery Replacement,Battery,Oppo,Oppo 13,Repair,1,241,241,C426,18,Female,Walk-In,140,Cash,4,S001,0,ST003,Completed,34
T00237,30/1/2025 9:54,P5835,Realme Charger,Charger,Realme,Realme 23,Accessory,3,435.21,147,C356,19,Male,Lazada,0,Online Banking,4.3,S003,5.79,ST009,Completed,72
T00238,24/11/2023 6:09,P4257,Samsung 23 Screen Replacement,Screen,Samsung,Samsung 23,Repair,1,325,325,C798,39,Female,Lazada,125,Online Banking,4.1,S004,0,ST003,Completed,66
T00239,24/11/2023 1:25,P4070,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 11,Accessory,1,28.65,31,C916,57,Male,Shopee,60,Cash,4,S001,2.35,ST001,Completed,49
T00240,25/3/2024 4:02,P9229,Huawei Cable,Cable,Huawei,Huawei 13,Accessory,3,412.1,140,C783,21,Male,Shopee,30,QR Pay,4.9,S004,7.9,ST009,Cancelled,40
T00241,1/4/2025 8:56,P2479,Vivo Case,Case,Vivo,Vivo 16,Accessory,2,226.08,115,C127,32,Male,Walk-In,0,Credit Card,3.7,S002,3.92,ST005,Completed,49
T00242,22/3/2025 10:26,P1264,Samsung 17 Battery Replacement,Battery,Samsung,Samsung 17,Repair,1,296,296,C215,23,Female,Lazada,81,Online Banking,3.2,S004,0,ST005,Completed,19
T00243,6/12/2023 10:21,P7758,Samsung 10 Speaker Replacement,Speaker,Samsung,Samsung 10,Repair,1,367,367,C730,36,Male,Walk-In,132,Online Banking,4.4,S003,0,ST002,Completed,87
T00244,6/9/2025 4:27,P5534,Vivo Case,Case,Vivo,Vivo 14,Accessory,1,168.2,171,C504,57,Female,Shopee,0,QR Pay,3,S004,2.8,ST006,Completed,80
T00245,30/8/2025 2:03,P4964,Oppo 23 Battery Replacement,Battery,Oppo,Oppo 23,Repair,1,400,400,C850,50,Male,Shopee,150,QR Pay,4.2,S003,0,ST004,Completed,36
T00246,25/7/2023 3:20,P5865,Xiaomi Power Bank,Power Bank,Xiaomi,Xiaomi 25,Accessory,3,566.74,189,C260,38,Male,Shopee,30,Cash,4.5,S002,0.26,ST002,Completed,23
T00247,27/11/2024 4:12,P7710,Realme 24 Charging Port Replacement,Charging Port,Realme,Realme 24,Repair,1,252,252,C175,25,Male,Shopee,33,QR Pay,3.4,S004,0,ST008,Completed,79
T00248,27/4/2025 1:52,P1420,Vivo 18 Screen Replacement,Screen,Vivo,Vivo 18,Repair,1,261,261,C578,29,Female,Lazada,115,QR Pay,3.7,S002,0,ST010,Completed,5
T00249,16/7/2025 6:12,P4563,Realme 21 Battery Replacement,Battery,Realme,Realme 21,Repair,1,282,282,C820,51,Female,Lazada,33,Online Banking,3.1,S003,0,ST007,Completed,70
T00250,13/10/2025 9:46,P7014,Xiaomi 16 Motherboard Replacement,Motherboard,Xiaomi,Xiaomi 16,Repair,1,176,176,C908,23,Female,Shopee,123,Cash,3.1,S001,0,ST008,Completed,43
T00251,4/1/2023 8:22,P4258,Xiaomi Cable,Cable,Xiaomi,Xiaomi 25,Accessory,3,545.76,183,C478,59,Male,Walk-In,0,Online Banking,3.5,S002,3.24,ST010,Completed,49
T00252,29/4/2023 2:48,P7489,Samsung Screen Protector,Screen Protector,Samsung,Samsung 11,Accessory,3,350.3,120,C813,45,Female,Walk-In,0,Credit Card,4.5,S004,9.7,ST006,Completed,71
T00253,1/3/2025 10:18,P5235,Huawei Case,Case,Huawei,Huawei 21,Accessory,1,34.04,41,C650,29,Male,Shopee,60,Credit Card,4.7,S003,6.96,ST010,Completed,30
T00254,23/5/2025 8:31,P5190,Huawei Charger,Charger,Huawei,Huawei 18,Accessory,3,80.2,27,C798,35,Female,Lazada,60,QR Pay,3.7,S004,0.8,ST006,Completed,98
T00255,4/5/2024 3:43,P8469,Oppo 15 Speaker Replacement,Speaker,Oppo,Oppo 15,Repair,1,314,314,C661,40,Male,Shopee,60,Online Banking,3.8,S002,0,ST003,Completed,41
T00256,25/4/2024 4:53,P3649,Apple 24 Battery Replacement,Battery,Apple,Apple 24,Repair,1,89,89,C316,57,Male,Walk-In,135,Credit Card,4.4,S003,0,ST010,Completed,51
T00257,22/1/2025 22:42,P7670,Huawei 15 Battery Replacement,Battery,Huawei,Huawei 15,Repair,1,167,167,C131,43,Male,Walk-In,125,Credit Card,5,S002,0,ST005,Completed,95
T00258,15/3/2023 3:55,P9911,Xiaomi Charger,Charger,Xiaomi,Xiaomi 18,Accessory,2,110.74,60,C773,31,Male,Lazada,30,Online Banking,3.7,S003,9.26,ST001,Completed,91
T00259,11/12/2023 3:16,P6290,Huawei Headphones,Headphones,Huawei,Huawei 21,Accessory,2,356.84,183,C688,38,Female,Lazada,30,Credit Card,4.4,S001,9.16,ST005,Completed,36
T00260,26/5/2023 10:31,P2616,Samsung Headphones,Headphones,Samsung,Samsung 22,Accessory,3,120.72,43,C447,41,Female,Lazada,0,Credit Card,4.7,S004,8.28,ST002,Completed,38
T00261,28/6/2025 6:20,P6402,Xiaomi Power Bank,Power Bank,Xiaomi,Xiaomi 15,Accessory,2,377.98,193,C734,34,Male,Shopee,0,Credit Card,3.1,S003,8.02,ST010,Completed,16
T00262,21/10/2024 0:38,P9855,Realme 11 Speaker Replacement,Speaker,Realme,Realme 11,Repair,1,216,216,C526,30,Female,Shopee,148,QR Pay,4.4,S004,0,ST010,Completed,29
T00263,19/12/2024 22:54,P3994,Samsung Charger,Charger,Samsung,Samsung 18,Accessory,3,400.35,134,C390,43,Female,Walk-In,0,QR Pay,4.8,S001,1.65,ST007,Completed,2
T00264,2/2/2025 0:34,P5806,Vivo Power Bank,Power Bank,Vivo,Vivo 24,Accessory,3,184.98,64,C914,33,Male,Walk-In,60,Credit Card,3.5,S004,7.02,ST007,Completed,61
T00265,31/5/2025 0:17,P2671,Oppo Charger,Charger,Oppo,Oppo 14,Accessory,3,71.83,25,C452,24,Male,Shopee,60,QR Pay,4.8,S003,3.17,ST001,Completed,29
T00266,30/6/2024 1:20,P8459,Samsung 12 Motherboard Replacement,Motherboard,Samsung,Samsung 12,Repair,1,320,320,C687,41,Female,Shopee,115,Credit Card,3.4,S001,0,ST006,Completed,30
T00267,6/5/2025 0:03,P4650,Vivo 19 Camera Replacement,Camera,Vivo,Vivo 19,Repair,1,250,250,C311,32,Male,Walk-In,179,Cash,4.7,S004,0,ST001,Completed,83
T00268,7/10/2024 6:11,P7942,Realme 17 Charging Port Replacement,Charging Port,Realme,Realme 17,Repair,1,180,180,C975,27,Female,Shopee,33,Credit Card,4.8,S003,0,ST001,Completed,12
T00269,19/1/2025 6:02,P1764,Realme Headphones,Headphones,Realme,Realme 13,Accessory,3,269.87,92,C772,60,Female,Walk-In,60,QR Pay,3.8,S002,6.13,ST008,Cancelled,15
T00270,6/12/2022 22:27,P1738,Realme 18 Camera Replacement,Camera,Realme,Realme 18,Repair,1,168,168,C121,49,Female,Shopee,141,QR Pay,3.4,S003,0,ST003,Completed,14
T00271,12/3/2025 10:24,P3671,Vivo 10 Speaker Replacement,Speaker,Vivo,Vivo 10,Repair,1,263,263,C797,43,Male,Lazada,158,Online Banking,3.1,S002,0,ST007,Completed,99
T00272,2/4/2023 1:06,P4225,Xiaomi 25 Motherboard Replacement,Motherboard,Xiaomi,Xiaomi 25,Repair,1,346,346,C214,37,Male,Walk-In,176,QR Pay,4.3,S004,0,ST009,Completed,23
